city,stateAbb,year,department,expensecat,subdep,expensedescrip,personneltype,group,total
Mesa,AZ,2020,Police Department,Personnel Services,Investigations,All expense items,All staff,Group 3,12974029
Mesa,AZ,2020,Police Department,Personnel Services,Metro,All expense items,All staff,Group 3,12576700
Mesa,AZ,2020,Police Department,Personnel Services,Other,All expense items,All staff,Group 3,4518853
Mesa,AZ,2020,Police Department,Personnel Services,Patrol,All expense items,All staff,Group 3,78024010
Mesa,AZ,2020,Police Department,Personnel Services,Special Operations,All expense items,All staff,Group 3,13894403
Mesa,AZ,2020,Police Department,Personnel Services,Technical Services,All expense items,All staff,Group 3,7937430
Mesa,AZ,2020,Police Department,Personnel Services,Training,All expense items,All staff,Group 3,8782173
Miami,FL,2020,Police Department,Contractual Services,All Sub-departments,Medical Services,All staff,Group 2,830000
Miami,FL,2020,Police Department,Contractual Services,All Sub-departments,Other,All staff,Group 2,2847000
Miami,FL,2020,Police Department,Contractual Services,All Sub-departments,Professional Fees,All staff,Group 2,1963000
Miami,FL,2020,Police Department,Equipment,All Sub-departments,Field Equipment,All staff,Group 2,1731000
Miami,FL,2020,Police Department,Materials and Services,All Sub-departments,Advertising,All staff,Group 2,1781000
Miami,FL,2020,Police Department,Materials and Services,All Sub-departments,Dues,All staff,Group 2,1752000
Miami,FL,2020,Police Department,Materials and Services,All Sub-departments,Facility,All staff,Group 2,2642000
Miami,FL,2020,Police Department,Materials and Services,All Sub-departments,Field Equipment,All staff,Group 2,768000
Miami,FL,2020,Police Department,Materials and Services,All Sub-departments,Firearms/Ammunition,All staff,Group 2,1668000
Miami,FL,2020,Police Department,Materials and Services,All Sub-departments,Gasoline,All staff,Group 2,3693000
Miami,FL,2020,Police Department,Materials and Services,All Sub-departments,Insurance,All staff,Group 2,2147000
Miami,FL,2020,Police Department,Materials and Services,All Sub-departments,IT Maintenance,All staff,Group 2,3395000
Miami,FL,2020,Police Department,Materials and Services,All Sub-departments,Office Supplies,All staff,Group 2,723000
Miami,FL,2020,Police Department,Materials and Services,All Sub-departments,Other,All staff,Group 2,1624000
Miami,FL,2020,Police Department,Materials and Services,All Sub-departments,Police Torts,All staff,Group 2,791000
Miami,FL,2020,Police Department,Materials and Services,All Sub-departments,Printing,All staff,Group 2,95000
Miami,FL,2020,Police Department,Materials and Services,All Sub-departments,Rentals,All staff,Group 2,2088000
Miami,FL,2020,Police Department,Materials and Services,All Sub-departments,Training,All staff,Group 2,98000
Miami,FL,2020,Police Department,Materials and Services,All Sub-departments,Travel,All staff,Group 2,449000
Miami,FL,2020,Police Department,Materials and Services,All Sub-departments,Uniforms,All staff,Group 2,1247000
Miami,FL,2020,Police Department,Materials and Services,All Sub-departments,Utilities,All staff,Group 2,889000
Miami,FL,2020,Police Department,Other,All Sub-departments,Budget Reserve,All staff,Group 2,169000
Miami,FL,2020,Police Department,Other,All Sub-departments,Grants and Aids,All staff,Group 2,75000
Miami,FL,2020,Police Department,Personnel Services,All Sub-departments,Benefits,All staff,Group 2,22670000
Miami,FL,2020,Police Department,Personnel Services,All Sub-departments,Fringe benefits,All staff,Group 2,519000
Miami,FL,2020,Police Department,Personnel Services,All Sub-departments,Other,All staff,Group 2,3599000
Miami,FL,2020,Police Department,Personnel Services,All Sub-departments,Overtime,All staff,Group 2,9613000
Miami,FL,2020,Police Department,Personnel Services,All Sub-departments,Police and Fire - FIPO,All staff,Group 2,43024000
Miami,FL,2020,Police Department,Personnel Services,All Sub-departments,Retirement/pension,All staff,Group 2,15265000
Miami,FL,2020,Police Department,Personnel Services,All Sub-departments,Salaries,All staff,Group 2,141496000
Miami,FL,2020,Police Department,Personnel Services,All Sub-departments,Tuition Reimbursement,All staff,Group 2,1000
Miami,FL,2020,Police Department,Personnel Services,All Sub-departments,Worker's Compensation,All staff,Group 2,11599000
Milwaukee,WI,2020,Fire and Police Commission,Equipment,All Sub-departments,All expense items,All staff,Group 2,5249
Milwaukee,WI,2020,Fire and Police Commission,Operations,All Sub-departments,All expense items,All staff,Group 2,441364
Milwaukee,WI,2020,Fire and Police Commission,Personnel Services,All Sub-departments,Fringe benefits,All staff,Group 2,563520
Milwaukee,WI,2020,Fire and Police Commission,Personnel Services,All Sub-departments,Other,All staff,Group 2,11344
Milwaukee,WI,2020,Fire and Police Commission,Personnel Services,All Sub-departments,Overtime,All staff,Group 2,2771
Milwaukee,WI,2020,Fire and Police Commission,Personnel Services,All Sub-departments,Salaries,All staff,Group 2,1485208
Milwaukee,WI,2020,Fire and Police Commission,Special Funds,All Sub-departments,All expense items,All staff,Group 2,309066
Milwaukee,WI,2020,Police Department,Equipment,All Sub-departments,All expense items,All staff,Group 2,140200
Milwaukee,WI,2020,Police Department,Operations,All Sub-departments,All expense items,All staff,Group 2,15359027
Milwaukee,WI,2020,Police Department,Personnel Services,All Sub-departments,Fringe benefits,All staff,Group 2,83233129
Milwaukee,WI,2020,Police Department,Personnel Services,All Sub-departments,Other,All staff,Group 2,7166400
Milwaukee,WI,2020,Police Department,Personnel Services,All Sub-departments,Overtime,All staff,Group 2,21448331
Milwaukee,WI,2020,Police Department,Personnel Services,All Sub-departments,Salaries,All staff,Group 2,190844846
Milwaukee,WI,2020,Police Department,Special Funds,All Sub-departments,All expense items,All staff,Group 2,459948
Minneapolis,MN,2020,Police Department,Capital Projects,All Sub-departments,All expense items,All staff,Group 2,713000
Minneapolis,MN,2020,Police Department,Contractual Services,All Sub-departments,All expense items,All staff,Group 2,29880000
Minneapolis,MN,2020,Police Department,Operations,All Sub-departments,All expense items,All staff,Group 2,12167000
Minneapolis,MN,2020,Police Department,Personnel Services,All Sub-departments,Fringe benefits,All staff,Group 2,42357000
Minneapolis,MN,2020,Police Department,Personnel Services,All Sub-departments,Salaries,All staff,Group 2,108243000
Nashville,TN,2020,Police Department,Contractual Services,All Sub-departments,All expense items,All staff,Group 1,4046100
Nashville,TN,2020,Police Department,Internal charges,All Sub-departments,All expense items,All staff,Group 1,11014400
Nashville,TN,2020,Police Department,Non-equipment expense,All Sub-departments,All expense items,All staff,Group 1,5003400
Nashville,TN,2020,Police Department,Non-equipment Expense,All Sub-departments,All expense items,All staff,Group 1,38300
Nashville,TN,2020,Police Department,Other,All Sub-departments,All expense items,All staff,Group 1,5884300
Nashville,TN,2020,Police Department,Personnel Services,All Sub-departments,All expense items,All staff,Group 1,189436200
Nashville,TN,2020,Police Department,Transfers,All Sub-departments,All expense items,All staff,Group 1,1368200
New Orleans,LA,2020,Harbor Police,Contractual Services,All Sub-departments,Maintenance,All staff,Group 4,45000
New Orleans,LA,2020,Harbor Police,Contractual Services,All Sub-departments,Travel,All staff,Group 4,3500
New Orleans,LA,2020,Harbor Police,Non-Equipment Expense,All Sub-departments,Maintenance,All staff,Group 4,1305000
New Orleans,LA,2020,Harbor Police,Non-Equipment Expense,All Sub-departments,Professional Fees,All staff,Group 4,6145
New Orleans,LA,2020,Harbor Police,Non-Equipment Expense,All Sub-departments,Utilities,All staff,Group 4,171776
New Orleans,LA,2020,Harbor Police,Other,All Sub-departments,Other,All staff,Group 4,734051
New Orleans,LA,2020,Harbor Police,Personnel Services,All Sub-departments,Benefits,All staff,Group 4,761321
New Orleans,LA,2020,Harbor Police,Personnel Services,All Sub-departments,Retirement/Pension,All staff,Group 4,249705
New Orleans,LA,2020,Harbor Police,Personnel Services,All Sub-departments,Salaries,All staff,Group 4,2450406
New Orleans,LA,2020,Police Department,All-Non Personnel Services,Administration,All expense items,All staff,Group 4,9973943
New Orleans,LA,2020,Police Department,All-Non Personnel Services,Crime Lab,All expense items,All staff,Group 4,250000
New Orleans,LA,2020,Police Department,All-Non Personnel Services,Evidence and Property,All expense items,All staff,Group 4,15791
New Orleans,LA,2020,Police Department,All-Non Personnel Services,Field,All expense items,All staff,Group 4,6633746
New Orleans,LA,2020,Police Department,All-Non Personnel Services,Homicide Investigation,All expense items,All staff,Group 4,13994
New Orleans,LA,2020,Police Department,All-Non Personnel Services,Investigations,All expense items,All staff,Group 4,4.00E+05
New Orleans,LA,2020,Police Department,All-Non Personnel Services,Special Operations,All expense items,All staff,Group 4,150000
New Orleans,LA,2020,Police Department,All-Non Personnel Services,Specialized Funds/Grants,All expense items,All staff,Group 4,3590570
New Orleans,LA,2020,Police Department,All-Non Personnel Services,Technical Services,All expense items,All staff,Group 4,214000
New Orleans,LA,2020,Police Department,Personnel Services,Administration,All expense items,All staff,Group 4,24164491
New Orleans,LA,2020,Police Department,Personnel Services,All Sub-departments,Fringe benefits,All staff,Group 4,31919439
New Orleans,LA,2020,Police Department,Personnel Services,Community Relations,All expense items,All staff,Group 4,4306294
New Orleans,LA,2020,Police Department,Personnel Services,Eighth District,All expense items,All staff,Group 4,8278869
New Orleans,LA,2020,Police Department,Personnel Services,Fifth District,All expense items,All staff,Group 4,7053638
New Orleans,LA,2020,Police Department,Personnel Services,First District,All expense items,All staff,Group 4,6497935
New Orleans,LA,2020,Police Department,Personnel Services,Fiscal Management ,All expense items,All staff,Group 4,7633025
New Orleans,LA,2020,Police Department,Personnel Services,Fourth District,All expense items,All staff,Group 4,6556869
New Orleans,LA,2020,Police Department,Personnel Services,Investigations,All expense items,All staff,Group 4,21030584
New Orleans,LA,2020,Police Department,Personnel Services,Lakeview Crime Prevention Dist,All expense items,All staff,Group 4,91568
New Orleans,LA,2020,Police Department,Personnel Services,Mid City,All expense items,All staff,Group 4,95358
New Orleans,LA,2020,Police Department,Personnel Services,Patrol,All expense items,All staff,Group 4,7255682
New Orleans,LA,2020,Police Department,Personnel Services,Recruitment,All expense items,All staff,Group 4,8484658
New Orleans,LA,2020,Police Department,Personnel Services,Schools,All expense items,All staff,Group 4,21626
New Orleans,LA,2020,Police Department,Personnel Services,Second District,All expense items,All staff,Group 4,7088428
New Orleans,LA,2020,Police Department,Personnel Services,Seventh District,All expense items,All staff,Group 4,7116999
New Orleans,LA,2020,Police Department,Personnel Services,Sixth District,All expense items,All staff,Group 4,6750629
New Orleans,LA,2020,Police Department,Personnel Services,Special Operations,All expense items,All staff,Group 4,6503876
New Orleans,LA,2020,Police Department,Personnel Services,Specialized Funds/Grants,All expense items,All staff,Group 4,995287
New Orleans,LA,2020,Police Department,Personnel Services,Third District,All expense items,All staff,Group 4,6836946
New Orleans,LA,2020,Police Department,Personnel Services,Traffic,All expense items,All staff,Group 4,3066541
New Orleans,LA,2020,Police Department,Personnel Services,Training,All expense items,All staff,Group 4,1064147
New Orleans,LA,2020,Police Litigation; Law Department,All Department Expenses,All Sub-departments,All expense items,All staff,Group 4,1118372
New York,NY,2020,Police Debt Service Agency,All Departments,All Sub-departments,All expense items,All Staff,Group 4,210960271
New York,NY,2020,Police Department,Contractual Services,Administration,All expense items,All Staff,Group 4,93267103
New York,NY,2020,Police Department,Contractual Services,Criminal Justice,All expense items,All Staff,Group 4,2097833
New York,NY,2020,Police Department,Contractual Services,Executive Management,All expense items,All Staff,Group 4,26969993
New York,NY,2020,Police Department,Contractual Services,Operations,All expense items,All Staff,Group 4,31605956
