"citystate","year","department","expensecat","subdep","expensedescrip","personneltype","group","total"
"Memphis, Tennessee ","2020","Police Department","Materials and Services","All Sub-departments","Medical S","All Staff","Group 2",33000
"Memphis, Tennessee ","2020","Police Department","Materials and Services","All Sub-departments","Office supplies","All Staff","Group 2",503625
"Memphis, Tennessee ","2020","Police Department","Materials and Services","All Sub-departments","Other","All Staff","Group 2",7677407
"Memphis, Tennessee ","2020","Police Department","Materials and Services","All Sub-departments","Phones","All Staff","Group 2",1006300
"Memphis, Tennessee ","2020","Police Department","Materials and Services","All Sub-departments","Police Mounted","All Staff","Group 2",90000
"Memphis, Tennessee ","2020","Police Department","Materials and Services","All Sub-departments","Printing","All Staff","Group 2",47500
"Memphis, Tennessee ","2020","Police Department","Materials and Services","All Sub-departments","Professional Fees","All Staff","Group 2",3119004
"Memphis, Tennessee ","2020","Police Department","Materials and Services","All Sub-departments","Reimbursement","All Staff","Group 2",-1730996
"Memphis, Tennessee ","2020","Police Department","Materials and Services","All Sub-departments","Rent","All Staff","Group 2",1320000
"Memphis, Tennessee ","2020","Police Department","Materials and Services","All Sub-departments","Security","All Staff","Group 2",610920
"Memphis, Tennessee ","2020","Police Department","Materials and Services","All Sub-departments","Special Investigations","All Staff","Group 2",1e+05
"Memphis, Tennessee ","2020","Police Department","Materials and Services","All Sub-departments","Subscriptions","All Staff","Group 2",6500
"Memphis, Tennessee ","2020","Police Department","Materials and Services","All Sub-departments","TACT","All Staff","Group 2",215000
"Memphis, Tennessee ","2020","Police Department","Materials and Services","All Sub-departments","Traffic Unit","All Staff","Group 2",1e+05
"Memphis, Tennessee ","2020","Police Department","Materials and Services","All Sub-departments","Training","All Staff","Group 2",145000
"Memphis, Tennessee ","2020","Police Department","Materials and Services","All Sub-departments","Travel","All Staff","Group 2",334572
"Memphis, Tennessee ","2020","Police Department","Materials and Services","All Sub-departments","Uniform","All Staff","Group 2",1212100
"Memphis, Tennessee ","2020","Police Department","Materials and Services","All Sub-departments","Utilities","All Staff","Group 2",1187064
"Memphis, Tennessee ","2020","Police Department","Materials and Services","All Sub-departments","Vehicle Repairs","All Staff","Group 2",46280
"Memphis, Tennessee ","2020","Police Department","Personnel Services","All Sub-departments","Benefits","All Staff","Group 2",38588249
"Memphis, Tennessee ","2020","Police Department","Personnel Services","All Sub-departments","Holiday Pay","All Staff","Group 2",6402637
"Memphis, Tennessee ","2020","Police Department","Personnel Services","All Sub-departments","Overtime","All Staff","Group 2",25200514
"Memphis, Tennessee ","2020","Police Department","Personnel Services","All Sub-departments","Retirement/pension","All Staff","Group 2",8892943
"Memphis, Tennessee ","2020","Police Department","Personnel Services","All Sub-departments","Salaries/Wages","All Staff","Group 2",149629606
"Memphis, Tennessee ","2020","Police Department","Personnel Services","All Sub-departments","Special Pay","All Staff","Group 2",10534961
"Memphis, Tennessee ","2020","Police Department","Personnel Services","All Sub-departments","Workers' Compensation","All Staff","Group 2",1993960
"Mesa, Arizona","2020","Police Department","Capital Projects","Administration","All expense items","All staff","Group 3",608283
"Mesa, Arizona","2020","Police Department","Capital Projects","Forensic Services","All expense items","All staff","Group 3",192702
"Mesa, Arizona","2020","Police Department","Capital Projects","Metro","All expense items","All staff","Group 3",409356
"Mesa, Arizona","2020","Police Department","Capital Projects","Technical Services","All expense items","All staff","Group 3",670883
"Mesa, Arizona","2020","Police Department","Contractual Services","Administration","All expense items","All staff","Group 3",101970
"Mesa, Arizona","2020","Police Department","Contractual Services","Command","All expense items","All staff","Group 3",8226757
"Mesa, Arizona","2020","Police Department","Contractual Services","Community Relations","All expense items","All staff","Group 3",35300
"Mesa, Arizona","2020","Police Department","Contractual Services","Investigations","All expense items","All staff","Group 3",169707
"Mesa, Arizona","2020","Police Department","Contractual Services","Other","All expense items","All staff","Group 3",7923390
"Mesa, Arizona","2020","Police Department","Contractual Services","Patrol","All expense items","All staff","Group 3",477698
"Mesa, Arizona","2020","Police Department","Contractual Services","Special Operations","All expense items","All staff","Group 3",219315
"Mesa, Arizona","2020","Police Department","Contractual Services","Technical Services","All expense items","All staff","Group 3",3288364
"Mesa, Arizona","2020","Police Department","Contractual Services","Training","All expense items","All staff","Group 3",415050
"Mesa, Arizona","2020","Police Department","Materials and Services","Administration","All expense items","All staff","Group 3",44800
"Mesa, Arizona","2020","Police Department","Materials and Services","Command","All expense items","All staff","Group 3",1461857
"Mesa, Arizona","2020","Police Department","Materials and Services","Community Relations","All expense items","All staff","Group 3",37753
"Mesa, Arizona","2020","Police Department","Materials and Services","Investigations","All expense items","All staff","Group 3",219961
"Mesa, Arizona","2020","Police Department","Materials and Services","Other","All expense items","All staff","Group 3",5969910
"Mesa, Arizona","2020","Police Department","Materials and Services","Patrol","All expense items","All staff","Group 3",842421
"Mesa, Arizona","2020","Police Department","Materials and Services","Special Operations","All expense items","All staff","Group 3",191667
"Mesa, Arizona","2020","Police Department","Materials and Services","Technical Services","All expense items","All staff","Group 3",972190
"Mesa, Arizona","2020","Police Department","Materials and Services","Training","All expense items","All staff","Group 3",473787
"Mesa, Arizona","2020","Police Department","Personnel Services","Administration","All expense items","All staff","Group 3",8357199
"Mesa, Arizona","2020","Police Department","Personnel Services","Command","All expense items","All staff","Group 3",6386819
"Mesa, Arizona","2020","Police Department","Personnel Services","Community Relations","All expense items","All staff","Group 3",916065
"Mesa, Arizona","2020","Police Department","Personnel Services","Fiscal Management","All expense items","All staff","Group 3",1014982
"Mesa, Arizona","2020","Police Department","Personnel Services","Forensic Services","All expense items","All staff","Group 3",6946181
"Mesa, Arizona","2020","Police Department","Personnel Services","Holding","All expense items","All staff","Group 3",3503871
"Mesa, Arizona","2020","Police Department","Personnel Services","Human Resources","All expense items","All staff","Group 3",3885510
"Mesa, Arizona","2020","Police Department","Personnel Services","Investigations","All expense items","All staff","Group 3",12974029
"Mesa, Arizona","2020","Police Department","Personnel Services","Metro","All expense items","All staff","Group 3",12576700
"Mesa, Arizona","2020","Police Department","Personnel Services","Patrol","All expense items","All staff","Group 3",78024010
"Mesa, Arizona","2020","Police Department","Personnel Services","Special Operations","All expense items","All staff","Group 3",13894403
"Mesa, Arizona","2020","Police Department","Personnel Services","Technical Services","All expense items","All staff","Group 3",7937430
"Mesa, Arizona","2020","Police Department","Personnel Services","Training","All expense items","All staff","Group 3",8782173
