"","city","stateAbb","year","department","expensecat","subdep","expensedescrip","personneltype","group","total"
"1371","Las Vegas","NV","2020","City Marshals","Personnel Services","Other Specialized Unit","Benefits","All staff","Group 4",5689861
"1372","Las Vegas","NV","2020","City Marshals","Personnel Services","Other Specialized Unit","Salaries","All staff","Group 4",8088703
"1373","Las Vegas","NV","2020","Police Department","All Department Expenses","All Sub-departments","All expense items","All staff","Group 4",156836411
"1374","Little Rock","AR","2020","Police Department","Contractual Services","All Sub-departments","All expense items","All staff","Group 1",2297129
"1375","Little Rock","AR","2020","Police Department","Equipment","All Sub-departments","All expense items","All staff","Group 1",2058319
"1376","Little Rock","AR","2020","Police Department","Materials and Services","All Sub-departments","All expense items","All staff","Group 1",2816991
"1377","Little Rock","AR","2020","Police Department","Personnel Services","All Sub-departments","All expense items","All staff","Group 1",73037451
"1378","Long Beach","CA","2020","Fire and Police Pensions","All Department Expenses","All Sub-departments","All expense items","All staff","Group 2",967749
"1379","Long Beach","CA","2020","Police Department","Internal Charges","All Sub-departments","All expense items","All staff","Group 2",30490626
"1380","Long Beach","CA","2020","Police Department","Materials and Services","All Sub-departments","All expense items","All staff","Group 2",9892700
"1381","Long Beach","CA","2020","Police Department","Personnel Services","All Sub-departments","Overtime","All staff","Group 2",212652314
"1382","Long Beach","CA","2020","Police Department","Personnel Services","All Sub-departments","Salaries/Benefits","All staff","Group 2",11354289
"1383","Long Beach","CA","2020","Police Department","Transfers","All Sub-departments","All expense items","All staff","Group 2",109313
"1384","Los Angeles","CA","2020","Police Department","Capital Projects","All sub-departments","Contractual Services","All Staff","Group 5",47336716
"1385","Los Angeles","CA","2020","Police Department","Equipment","All sub-departments","Field Equipment Expense","All Staff","Group 5",10628392
"1386","Los Angeles","CA","2020","Police Department","Equipment","All sub-departments","Firearms Ammunition Other Devi","All Staff","Group 5",4063498
"1387","Los Angeles","CA","2020","Police Department","Equipment","All sub-departments","Traffic And Signal","All Staff","Group 5",101000
"1388","Los Angeles","CA","2020","Police Department","Non-Equipment Expense","All sub-departments","Gang Intervention Program - State Set Aside","All Staff","Group 5",130045
"1389","Los Angeles","CA","2020","Police Department","Non-Equipment Expense","All sub-departments","General City Purposes","All Staff","Group 5",25000
"1390","Los Angeles","CA","2020","Police Department","Non-Equipment Expense","All sub-departments","Reserve Officer Expense","All Staff","Group 5",301000
"1391","Los Angeles","CA","2020","Police Department","Non-Equipment Expense","All sub-departments","Secret Service","All Staff","Group 5",1098000
"1392","Los Angeles","CA","2020","Police Department","Non-Equipment Expense","All sub-departments","Transportation Equipment","All Staff","Group 5",1e+07
"1393","Los Angeles","CA","2020","Police Department","Non-Equipment Expense","All sub-departments","Travel","All Staff","Group 5",808750
"1394","Los Angeles","CA","2020","Police Department","Operations","All sub-departments","Institutional Supplies","All Staff","Group 5",1257196
"1395","Los Angeles","CA","2020","Police Department","Operations","All sub-departments","Office And Administrative","All Staff","Group 5",25671812
"1396","Los Angeles","CA","2020","Police Department","Operations","All sub-departments","Operating Supplies","All Staff","Group 5",2032164
"1397","Los Angeles","CA","2020","Police Department","Operations","All sub-departments","Printing And Binding","All Staff","Group 5",1392560
"1398","Los Angeles","CA","2020","Police Department","Operations","All sub-departments","Supplemental Police Account","All Staff","Group 5",1500000
"1399","Los Angeles","CA","2020","Police Department","Operations","All sub-departments","Transportation","All Staff","Group 5",110062
"1400","Los Angeles","CA","2020","Police Department","Personnel Services","All sub-departments","Accumulated Overtime","All Staff","Group 5",7957751
"1401","Los Angeles","CA","2020","Police Department","Personnel Services","All sub-departments","Overtime General","Civilian Staff","Group 5",7726837
"1402","Los Angeles","CA","2020","Police Department","Personnel Services","All sub-departments","Overtime Sworn","Sworn Staff","Group 5",165525687
"1403","Los Angeles","CA","2020","Police Department","Personnel Services","All sub-departments","Salaries As Needed","All Staff","Group 5",4336601
"1404","Los Angeles","CA","2020","Police Department","Personnel Services","All sub-departments","Salaries General","Civilian Staff","Group 5",272251197
"1405","Los Angeles","CA","2020","Police Department","Personnel Services","All sub-departments","Salaries Sworn","Sworn Staff","Group 5",1166547375
"1406","Los Angeles","CA","2020","Police Department","Personnel Services","All sub-departments","Uniforms","All Staff","Group 5",4691526
"1407","Louisville","KY","2020","Police Department","Contractual Services","All Sub-Departments","Advertising","All","Group 2",43000
"1408","Louisville","KY","2020","Police Department","Contractual Services","All Sub-Departments","Other","All","Group 2",7623700
"1409","Louisville","KY","2020","Police Department","Contractual Services","All Sub-Departments","Printing","All","Group 2",14600
"1410","Louisville","KY","2020","Police Department","Contractual Services","All Sub-Departments","Training","All","Group 2",236300
"1411","Louisville","KY","2020","Police Department","Contractual Services","All Sub-Departments","Travel","All","Group 2",231400
"1412","Louisville","KY","2020","Police Department","Equipment","All Sub-Departments","All expense items","All","Group 2",1212500
"1413","Louisville","KY","2020","Police Department","Personnel Services","All Sub-Departments","Overtime","All","Group 2",10513800
"1414","Louisville","KY","2020","Police Department","Personnel Services","All Sub-Departments","Retirement/pension","All","Group 2",39130100
"1415","Louisville","KY","2020","Police Department","Personnel Services","All Sub-Departments","Salaries","All","Group 2",79098400
"1416","Louisville","KY","2020","Police Department","Personnel Services","All Sub-Departments","Salaries/Benefits","All","Group 2",46344500
"1417","Louisville","KY","2020","Police Department","Personnel Services","All Sub-Departments","Uniforms","All","Group 2",2842400
"1418","Louisville","KY","2020","Police Department","Supplies","All Sub-Departments","Firearms/Ammunition","All","Group 2",805000
"1419","Louisville","KY","2020","Police Department","Supplies","All Sub-Departments","Office Supplies","All","Group 2",150100
"1420","Louisville","KY","2020","Police Department","Supplies","All Sub-Departments","Other","All","Group 2",1479300
"1421","Louisville","KY","2020","Police Pensions","Criminal Justice Commission- Policemen Retirement Fund","All Sub-Departments","Retirement/pension","All","Group 2",2263100
"1422","Manchester","NH","2020","Police Department","Contractual Services","Administration","Professional Fees","All staff","Group 4",304314
"1423","Manchester","NH","2020","Police Department","Equipment","Administration","Facility","All staff","Group 4",2200
"1424","Manchester","NH","2020","Police Department","Equipment","Administration","Medical Supplies","All staff","Group 4",1500
"1425","Manchester","NH","2020","Police Department","Equipment","Administration","Office Supplies","All staff","Group 4",15000
"1426","Manchester","NH","2020","Police Department","Equipment","Administration","Phones","All staff","Group 4",60000
"1427","Manchester","NH","2020","Police Department","Equipment","Animal Services","K9 Equipment","All staff","Group 4",17500
"1428","Manchester","NH","2020","Police Department","Equipment","Communications","Food","All staff","Group 4",500
